"Plot Title: Pink"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20414841, SEN S/N: 20414841)","Temp, °C (LGR S/N: 20414841, SEN S/N: 20414841)"
553,09/26/18 03:12:00 AM,301.4,20.53
554,09/26/18 03:13:00 AM,301.5,20.51
555,09/26/18 03:14:00 AM,301.4,20.51
556,09/26/18 03:15:00 AM,301.3,20.51
557,09/26/18 03:16:00 AM,301.3,20.52
558,09/26/18 03:17:00 AM,301.3,20.50
559,09/26/18 03:18:00 AM,301.4,20.51
560,09/26/18 03:19:00 AM,301.4,20.50
561,09/26/18 03:20:00 AM,301.2,20.51
562,09/26/18 03:21:00 AM,301.3,20.50
563,09/26/18 03:22:00 AM,301.3,20.49
564,09/26/18 03:23:00 AM,301.2,20.50
565,09/26/18 03:24:00 AM,301.3,20.47
566,09/26/18 03:25:00 AM,301.3,20.49
567,09/26/18 03:26:00 AM,301.2,20.47
568,09/26/18 03:27:00 AM,301.2,20.47
569,09/26/18 03:28:00 AM,301.3,20.46
570,09/26/18 03:29:00 AM,301.2,20.46
571,09/26/18 03:30:00 AM,301.1,20.47
572,09/26/18 03:31:00 AM,301.2,20.46
573,09/26/18 03:32:00 AM,301.1,20.45
574,09/26/18 03:33:00 AM,301.1,20.45
575,09/26/18 03:34:00 AM,301.0,20.45
576,09/26/18 03:35:00 AM,301.0,20.45
577,09/26/18 03:36:00 AM,301.1,20.44
578,09/26/18 03:37:00 AM,301.0,20.45
579,09/26/18 03:38:00 AM,301.0,20.44
580,09/26/18 03:39:00 AM,301.1,20.43
581,09/26/18 03:40:00 AM,301.0,20.44
582,09/26/18 03:41:00 AM,301.0,20.43
583,09/26/18 03:42:00 AM,301.1,20.42
584,09/26/18 03:43:00 AM,301.0,20.43
585,09/26/18 03:44:00 AM,301.1,20.43
586,09/26/18 03:45:00 AM,301.1,20.40
587,09/26/18 03:46:00 AM,300.9,20.40
588,09/26/18 03:47:00 AM,300.9,20.42
589,09/26/18 03:48:00 AM,301.0,20.40
590,09/26/18 03:49:00 AM,301.0,20.42
591,09/26/18 03:50:00 AM,300.9,20.42
592,09/26/18 03:51:00 AM,300.9,20.40
593,09/26/18 03:52:00 AM,300.8,20.40
594,09/26/18 03:53:00 AM,300.8,20.39
595,09/26/18 03:54:00 AM,300.9,20.38
596,09/26/18 03:55:00 AM,300.9,20.38
597,09/26/18 03:56:00 AM,300.8,20.38
598,09/26/18 03:57:00 AM,300.8,20.38
599,09/26/18 03:58:00 AM,300.8,20.38
600,09/26/18 03:59:00 AM,300.8,20.38
601,09/26/18 04:00:00 AM,300.8,20.37
602,09/26/18 04:01:00 AM,300.9,20.36
603,09/26/18 04:02:00 AM,300.8,20.36
604,09/26/18 04:03:00 AM,300.8,20.37
605,09/26/18 04:04:00 AM,300.9,20.35
606,09/26/18 04:05:00 AM,300.7,20.36
607,09/26/18 04:06:00 AM,300.8,20.35
608,09/26/18 04:07:00 AM,300.8,20.35
609,09/26/18 04:08:00 AM,300.7,20.33
610,09/26/18 04:09:00 AM,300.7,20.35
611,09/26/18 04:10:00 AM,300.6,20.33
612,09/26/18 04:11:00 AM,300.7,20.32
613,09/26/18 04:12:00 AM,300.7,20.35
614,09/26/18 04:13:00 AM,300.7,20.33
615,09/26/18 04:14:00 AM,300.7,20.33
616,09/26/18 04:15:00 AM,300.6,20.33
617,09/26/18 04:16:00 AM,300.6,20.32
618,09/26/18 04:17:00 AM,300.6,20.32
619,09/26/18 04:18:00 AM,300.5,20.32
620,09/26/18 04:19:00 AM,300.6,20.31
621,09/26/18 04:20:00 AM,300.6,20.31
622,09/26/18 04:21:00 AM,300.5,20.31
623,09/26/18 04:22:00 AM,300.5,20.32
624,09/26/18 04:23:00 AM,300.5,20.30
625,09/26/18 04:24:00 AM,300.5,20.30
626,09/26/18 04:25:00 AM,300.4,20.30
627,09/26/18 04:26:00 AM,300.4,20.30
628,09/26/18 04:27:00 AM,300.4,20.29
629,09/26/18 04:28:00 AM,300.4,20.29
630,09/26/18 04:29:00 AM,300.4,20.28
631,09/26/18 04:30:00 AM,300.4,20.29
632,09/26/18 04:31:00 AM,300.4,20.28
633,09/26/18 04:32:00 AM,300.4,20.28
634,09/26/18 04:33:00 AM,300.4,20.27
635,09/26/18 04:34:00 AM,300.3,20.28
636,09/26/18 04:35:00 AM,300.3,20.25
637,09/26/18 04:36:00 AM,300.2,20.27
638,09/26/18 04:37:00 AM,300.3,20.27
639,09/26/18 04:38:00 AM,300.4,20.25
640,09/26/18 04:39:00 AM,300.2,20.25
641,09/26/18 04:40:00 AM,300.3,20.25
642,09/26/18 04:41:00 AM,300.3,20.25
643,09/26/18 04:42:00 AM,300.2,20.24
644,09/26/18 04:43:00 AM,300.2,20.24
645,09/26/18 04:44:00 AM,300.2,20.24
646,09/26/18 04:45:00 AM,300.2,20.24
647,09/26/18 04:46:00 AM,300.2,20.22
648,09/26/18 04:47:00 AM,300.2,20.24
649,09/26/18 04:48:00 AM,300.2,20.23
650,09/26/18 04:49:00 AM,300.1,20.22
651,09/26/18 04:50:00 AM,300.1,20.22
652,09/26/18 04:51:00 AM,300.2,20.21
653,09/26/18 04:52:00 AM,300.2,20.21
654,09/26/18 04:53:00 AM,300.0,20.21
655,09/26/18 04:54:00 AM,300.1,20.20
656,09/26/18 04:55:00 AM,300.1,20.21
657,09/26/18 04:56:00 AM,300.1,20.20
658,09/26/18 04:57:00 AM,300.1,20.20
659,09/26/18 04:58:00 AM,300.0,20.18
660,09/26/18 04:59:00 AM,300.0,20.20
661,09/26/18 05:00:00 AM,300.0,20.20
662,09/26/18 05:01:00 AM,300.0,20.18
663,09/26/18 05:02:00 AM,300.0,20.18
664,09/26/18 05:03:00 AM,300.0,20.17
665,09/26/18 05:04:00 AM,300.0,20.17
666,09/26/18 05:05:00 AM,300.0,20.17
667,09/26/18 05:06:00 AM,300.0,20.17
668,09/26/18 05:07:00 AM,300.0,20.16
669,09/26/18 05:08:00 AM,300.0,20.16
670,09/26/18 05:09:00 AM,299.9,20.15
671,09/26/18 05:10:00 AM,299.9,20.15
672,09/26/18 05:11:00 AM,299.9,20.15
673,09/26/18 05:12:00 AM,299.9,20.15
674,09/26/18 05:13:00 AM,299.9,20.16
675,09/26/18 05:14:00 AM,299.8,20.15
676,09/26/18 05:15:00 AM,299.8,20.14
677,09/26/18 05:16:00 AM,299.8,20.15
678,09/26/18 05:17:00 AM,299.8,20.15
679,09/26/18 05:18:00 AM,299.8,20.14
680,09/26/18 05:19:00 AM,299.7,20.14
681,09/26/18 05:20:00 AM,299.9,20.13
682,09/26/18 05:21:00 AM,299.8,20.13
683,09/26/18 05:22:00 AM,299.8,20.13
684,09/26/18 05:23:00 AM,299.7,20.11
685,09/26/18 05:24:00 AM,299.8,20.11
686,09/26/18 05:25:00 AM,299.8,20.10
687,09/26/18 05:26:00 AM,299.8,20.10
688,09/26/18 05:27:00 AM,299.7,20.11
689,09/26/18 05:28:00 AM,299.8,20.10
690,09/26/18 05:29:00 AM,299.8,20.10
691,09/26/18 05:30:00 AM,299.7,20.10
692,09/26/18 05:31:00 AM,299.6,20.10
693,09/26/18 05:32:00 AM,299.8,20.10
694,09/26/18 05:33:00 AM,299.6,20.08
695,09/26/18 05:34:00 AM,299.6,20.09
696,09/26/18 05:35:00 AM,299.5,20.08
697,09/26/18 05:36:00 AM,299.6,20.08
698,09/26/18 05:37:00 AM,299.6,20.07
699,09/26/18 05:38:00 AM,299.5,20.08
700,09/26/18 05:39:00 AM,299.6,20.07
701,09/26/18 05:40:00 AM,299.6,20.07
702,09/26/18 05:41:00 AM,299.6,20.04
703,09/26/18 05:42:00 AM,299.6,20.07
704,09/26/18 05:43:00 AM,299.5,20.04
705,09/26/18 05:44:00 AM,299.5,20.06
706,09/26/18 05:45:00 AM,299.5,20.04
707,09/26/18 05:46:00 AM,299.6,20.04
708,09/26/18 05:47:00 AM,299.6,20.04
709,09/26/18 05:48:00 AM,299.5,20.02
710,09/26/18 05:49:00 AM,299.4,20.04
711,09/26/18 05:50:00 AM,299.6,20.03
712,09/26/18 05:51:00 AM,299.4,20.02
713,09/26/18 05:52:00 AM,299.4,20.02
714,09/26/18 05:53:00 AM,299.4,20.02
715,09/26/18 05:54:00 AM,299.3,20.02
716,09/26/18 05:55:00 AM,299.3,20.01
717,09/26/18 05:56:00 AM,299.3,20.02
718,09/26/18 05:57:00 AM,299.3,20.01
719,09/26/18 05:58:00 AM,299.3,20.01
720,09/26/18 05:59:00 AM,299.4,19.99
721,09/26/18 06:00:00 AM,299.3,20.00
722,09/26/18 06:01:00 AM,299.4,20.00
723,09/26/18 06:02:00 AM,299.3,19.99
724,09/26/18 06:03:00 AM,299.3,19.99
725,09/26/18 06:04:00 AM,299.2,19.99
726,09/26/18 06:05:00 AM,299.3,19.99
727,09/26/18 06:06:00 AM,299.3,19.99
728,09/26/18 06:07:00 AM,299.2,19.99
729,09/26/18 06:08:00 AM,299.3,19.98
730,09/26/18 06:09:00 AM,299.2,19.95
731,09/26/18 06:10:00 AM,299.1,19.98
732,09/26/18 06:11:00 AM,299.2,19.96
733,09/26/18 06:12:00 AM,299.2,19.96
734,09/26/18 06:13:00 AM,299.1,19.95
735,09/26/18 06:14:00 AM,299.1,19.95
736,09/26/18 06:15:00 AM,299.1,19.95
737,09/26/18 06:16:00 AM,299.2,19.94
738,09/26/18 06:17:00 AM,299.2,19.94
739,09/26/18 06:18:00 AM,299.0,19.93
740,09/26/18 06:19:00 AM,299.1,19.94
741,09/26/18 06:20:00 AM,298.9,19.93
742,09/26/18 06:21:00 AM,299.0,19.94
743,09/26/18 06:22:00 AM,299.0,19.92
744,09/26/18 06:23:00 AM,299.1,19.92
745,09/26/18 06:24:00 AM,299.1,19.92
746,09/26/18 06:25:00 AM,299.0,19.92
747,09/26/18 06:26:00 AM,298.9,19.91
748,09/26/18 06:27:00 AM,298.8,19.91
749,09/26/18 06:28:00 AM,299.1,19.91
750,09/26/18 06:29:00 AM,298.9,19.92
751,09/26/18 06:30:00 AM,298.9,19.91
752,09/26/18 06:31:00 AM,298.8,19.91
753,09/26/18 06:32:00 AM,298.8,19.91
754,09/26/18 06:33:00 AM,298.7,19.89
755,09/26/18 06:34:00 AM,298.7,19.89
756,09/26/18 06:35:00 AM,298.9,19.89
757,09/26/18 06:36:00 AM,298.8,19.88
758,09/26/18 06:37:00 AM,298.8,19.87
759,09/26/18 06:38:00 AM,298.7,19.87
760,09/26/18 06:39:00 AM,298.8,19.86
761,09/26/18 06:40:00 AM,298.7,19.87
762,09/26/18 06:41:00 AM,298.7,19.87
763,09/26/18 06:42:00 AM,298.7,19.86
764,09/26/18 06:43:00 AM,298.7,19.87
765,09/26/18 06:44:00 AM,298.7,19.87
766,09/26/18 06:45:00 AM,298.6,19.85
767,09/26/18 06:46:00 AM,298.6,19.85
768,09/26/18 06:47:00 AM,298.6,19.86
769,09/26/18 06:48:00 AM,298.6,19.85
770,09/26/18 06:49:00 AM,298.5,19.85
771,09/26/18 06:50:00 AM,298.5,19.84
772,09/26/18 06:51:00 AM,298.5,19.84
773,09/26/18 06:52:00 AM,298.5,19.82
774,09/26/18 06:53:00 AM,298.5,19.81
775,09/26/18 06:54:00 AM,298.5,19.82
776,09/26/18 06:55:00 AM,298.5,19.82
777,09/26/18 06:56:00 AM,298.5,19.81
778,09/26/18 06:57:00 AM,298.5,19.82
779,09/26/18 06:58:00 AM,298.5,19.81
780,09/26/18 06:59:00 AM,298.4,19.82
781,09/26/18 07:00:00 AM,298.5,19.80
782,09/26/18 07:01:00 AM,298.3,19.79
783,09/26/18 07:02:00 AM,298.4,19.79
784,09/26/18 07:03:00 AM,298.4,19.80
785,09/26/18 07:04:00 AM,298.3,19.79
786,09/26/18 07:05:00 AM,298.3,19.79
787,09/26/18 07:06:00 AM,298.4,19.79
788,09/26/18 07:07:00 AM,298.4,19.79
789,09/26/18 07:08:00 AM,298.3,19.78
790,09/26/18 07:09:00 AM,298.2,19.78
791,09/26/18 07:10:00 AM,298.2,19.78
792,09/26/18 07:11:00 AM,298.2,19.78
793,09/26/18 07:12:00 AM,298.2,19.78
794,09/26/18 07:13:00 AM,298.3,19.77
795,09/26/18 07:14:00 AM,298.3,19.77
796,09/26/18 07:15:00 AM,298.2,19.77
797,09/26/18 07:16:00 AM,298.3,19.75
798,09/26/18 07:17:00 AM,298.2,19.78
799,09/26/18 07:18:00 AM,298.2,19.77
800,09/26/18 07:19:00 AM,298.2,19.75
801,09/26/18 07:20:00 AM,298.3,19.75
802,09/26/18 07:21:00 AM,298.1,19.75
803,09/26/18 07:22:00 AM,298.2,19.74
804,09/26/18 07:23:00 AM,298.2,19.74
805,09/26/18 07:24:00 AM,298.2,19.74
806,09/26/18 07:25:00 AM,298.1,19.73
807,09/26/18 07:26:00 AM,298.2,19.73
808,09/26/18 07:27:00 AM,298.1,19.74
809,09/26/18 07:28:00 AM,298.0,19.73
810,09/26/18 07:29:00 AM,298.2,19.73
811,09/26/18 07:30:00 AM,298.0,19.73
812,09/26/18 07:31:00 AM,298.1,19.72
813,09/26/18 07:32:00 AM,298.0,19.73
814,09/26/18 07:33:00 AM,298.0,19.72
815,09/26/18 07:34:00 AM,298.0,19.72
816,09/26/18 07:35:00 AM,298.1,19.73
817,09/26/18 07:36:00 AM,298.0,19.72
818,09/26/18 07:37:00 AM,298.1,19.70
819,09/26/18 07:38:00 AM,297.9,19.71
820,09/26/18 07:39:00 AM,297.9,19.72
821,09/26/18 07:40:00 AM,297.9,19.71
822,09/26/18 07:41:00 AM,297.9,19.71
823,09/26/18 07:42:00 AM,298.1,19.70
824,09/26/18 07:43:00 AM,298.0,19.71
825,09/26/18 07:44:00 AM,297.9,19.70
826,09/26/18 07:45:00 AM,297.9,19.70
827,09/26/18 07:46:00 AM,298.0,19.70
828,09/26/18 07:47:00 AM,297.9,19.69
829,09/26/18 07:48:00 AM,297.8,19.69
830,09/26/18 07:49:00 AM,297.8,19.70
831,09/26/18 07:50:00 AM,297.9,19.69
832,09/26/18 07:51:00 AM,298.0,19.67
833,09/26/18 07:52:00 AM,297.8,19.67
834,09/26/18 07:53:00 AM,297.8,19.69
835,09/26/18 07:54:00 AM,297.8,19.69
836,09/26/18 07:55:00 AM,297.8,19.67
837,09/26/18 07:56:00 AM,297.8,19.66
838,09/26/18 07:57:00 AM,297.8,19.67
839,09/26/18 07:58:00 AM,297.8,19.67
840,09/26/18 07:59:00 AM,297.8,19.66
841,09/26/18 08:00:00 AM,297.8,19.66
842,09/26/18 08:01:00 AM,297.8,19.66
843,09/26/18 08:02:00 AM,297.7,19.66
844,09/26/18 08:03:00 AM,297.8,19.66
845,09/26/18 08:04:00 AM,297.8,19.65
846,09/26/18 08:05:00 AM,297.8,19.66
847,09/26/18 08:06:00 AM,297.7,19.66
848,09/26/18 08:07:00 AM,297.8,19.66
849,09/26/18 08:08:00 AM,297.8,19.65
850,09/26/18 08:09:00 AM,297.8,19.65
851,09/26/18 08:10:00 AM,297.8,19.65
852,09/26/18 08:11:00 AM,297.7,19.65
853,09/26/18 08:12:00 AM,297.8,19.65
854,09/26/18 08:13:00 AM,297.9,19.64
855,09/26/18 08:14:00 AM,297.7,19.66
856,09/26/18 08:15:00 AM,297.8,19.65
857,09/26/18 08:16:00 AM,297.8,19.64
858,09/26/18 08:17:00 AM,297.7,19.65
859,09/26/18 08:18:00 AM,297.6,19.64
860,09/26/18 08:19:00 AM,297.7,19.65
861,09/26/18 08:20:00 AM,297.6,19.64
862,09/26/18 08:21:00 AM,297.6,19.64
863,09/26/18 08:22:00 AM,297.7,19.64
864,09/26/18 08:23:00 AM,297.7,19.65
865,09/26/18 08:24:00 AM,297.7,19.64
866,09/26/18 08:25:00 AM,297.6,19.64
867,09/26/18 08:26:00 AM,297.7,19.63
868,09/26/18 08:27:00 AM,297.6,19.64
869,09/26/18 08:28:00 AM,297.6,19.64
870,09/26/18 08:29:00 AM,297.7,19.64
871,09/26/18 08:30:00 AM,297.8,19.65
872,09/26/18 08:31:00 AM,297.6,19.64
873,09/26/18 08:32:00 AM,297.8,19.64
874,09/26/18 08:33:00 AM,297.7,19.64
875,09/26/18 08:34:00 AM,297.6,19.63
876,09/26/18 08:35:00 AM,297.6,19.62
877,09/26/18 08:36:00 AM,297.7,19.64
878,09/26/18 08:37:00 AM,297.7,19.64
879,09/26/18 08:38:00 AM,297.6,19.63
880,09/26/18 08:39:00 AM,297.7,19.64
881,09/26/18 08:40:00 AM,297.6,19.63
882,09/26/18 08:41:00 AM,297.6,19.63
883,09/26/18 08:42:00 AM,297.6,19.64
884,09/26/18 08:43:00 AM,297.7,19.64
885,09/26/18 08:44:00 AM,297.7,19.64
886,09/26/18 08:45:00 AM,297.6,19.64
887,09/26/18 08:46:00 AM,297.7,19.64
888,09/26/18 08:47:00 AM,297.6,19.64
889,09/26/18 08:48:00 AM,297.7,19.64
890,09/26/18 08:49:00 AM,297.8,19.65
891,09/26/18 08:50:00 AM,297.8,19.64
892,09/26/18 08:51:00 AM,297.7,19.64
893,09/26/18 08:52:00 AM,297.6,19.64
894,09/26/18 08:53:00 AM,297.8,19.65
895,09/26/18 08:54:00 AM,298.0,19.65
896,09/26/18 08:55:00 AM,297.7,19.65
897,09/26/18 08:56:00 AM,297.9,19.65
898,09/26/18 08:57:00 AM,297.8,19.65
899,09/26/18 08:58:00 AM,297.9,19.67
900,09/26/18 08:59:00 AM,298.0,19.67
901,09/26/18 09:00:00 AM,298.1,19.69
902,09/26/18 09:01:00 AM,298.0,19.67
903,09/26/18 09:02:00 AM,297.8,19.69
904,09/26/18 09:03:00 AM,298.0,19.69
905,09/26/18 09:04:00 AM,298.1,19.69
906,09/26/18 09:05:00 AM,298.0,19.69
907,09/26/18 09:06:00 AM,298.1,19.70
908,09/26/18 09:07:00 AM,298.0,19.70
909,09/26/18 09:08:00 AM,298.0,19.70
910,09/26/18 09:09:00 AM,298.0,19.70
911,09/26/18 09:10:00 AM,298.1,19.72
912,09/26/18 09:11:00 AM,298.2,19.71
913,09/26/18 09:12:00 AM,298.2,19.72
914,09/26/18 09:13:00 AM,298.1,19.72
915,09/26/18 09:14:00 AM,298.3,19.72
916,09/26/18 09:15:00 AM,298.3,19.73
917,09/26/18 09:16:00 AM,298.2,19.73
918,09/26/18 09:17:00 AM,298.3,19.73
919,09/26/18 09:18:00 AM,298.4,19.74
920,09/26/18 09:19:00 AM,298.3,19.74
921,09/26/18 09:20:00 AM,298.3,19.74
922,09/26/18 09:21:00 AM,298.3,19.75
923,09/26/18 09:22:00 AM,298.3,19.75
924,09/26/18 09:23:00 AM,298.5,19.77
925,09/26/18 09:24:00 AM,298.6,19.77
926,09/26/18 09:25:00 AM,298.5,19.78
927,09/26/18 09:26:00 AM,298.6,19.79
928,09/26/18 09:27:00 AM,298.7,19.79
929,09/26/18 09:28:00 AM,298.7,19.80
930,09/26/18 09:29:00 AM,298.6,19.80
931,09/26/18 09:30:00 AM,298.7,19.80
932,09/26/18 09:31:00 AM,298.8,19.81
933,09/26/18 09:32:00 AM,299.0,19.85
934,09/26/18 09:33:00 AM,299.0,19.85
935,09/26/18 09:34:00 AM,299.0,19.84
936,09/26/18 09:35:00 AM,299.0,19.84
937,09/26/18 09:36:00 AM,299.2,19.86
938,09/26/18 09:37:00 AM,299.3,19.88
939,09/26/18 09:38:00 AM,299.3,19.89
940,09/26/18 09:39:00 AM,299.2,19.89
941,09/26/18 09:40:00 AM,299.2,19.89
942,09/26/18 09:41:00 AM,299.3,19.89
943,09/26/18 09:42:00 AM,299.5,19.93
944,09/26/18 09:43:00 AM,299.5,19.93
945,09/26/18 09:44:00 AM,299.6,19.95
946,09/26/18 09:45:00 AM,299.6,19.95
947,09/26/18 09:46:00 AM,299.9,19.99
948,09/26/18 09:47:00 AM,299.7,19.98
949,09/26/18 09:48:00 AM,299.9,19.99
950,09/26/18 09:49:00 AM,300.1,20.01
951,09/26/18 09:50:00 AM,300.0,20.01
952,09/26/18 09:51:00 AM,300.0,20.00
953,09/26/18 09:52:00 AM,300.1,20.03
954,09/26/18 09:53:00 AM,300.0,20.02
955,09/26/18 09:54:00 AM,300.1,20.04
956,09/26/18 09:55:00 AM,300.2,20.06
957,09/26/18 09:56:00 AM,300.4,20.07
958,09/26/18 09:57:00 AM,300.3,20.08
959,09/26/18 09:58:00 AM,300.4,20.10
960,09/26/18 09:59:00 AM,300.9,20.14
961,09/26/18 10:00:00 AM,300.5,20.10
962,09/26/18 10:01:00 AM,300.8,20.13
963,09/26/18 10:02:00 AM,300.8,20.14
964,09/26/18 10:03:00 AM,300.8,20.16
965,09/26/18 10:04:00 AM,301.1,20.18
966,09/26/18 10:05:00 AM,301.0,20.18
967,09/26/18 10:06:00 AM,301.0,20.17
968,09/26/18 10:07:00 AM,301.3,20.23
969,09/26/18 10:08:00 AM,301.4,20.24
970,09/26/18 10:09:00 AM,301.3,20.24
971,09/26/18 10:10:00 AM,301.7,20.28
972,09/26/18 10:11:00 AM,301.4,20.24
973,09/26/18 10:12:00 AM,301.5,20.27
974,09/26/18 10:13:00 AM,301.6,20.28
975,09/26/18 10:14:00 AM,301.8,20.30
976,09/26/18 10:15:00 AM,301.5,20.28
977,09/26/18 10:16:00 AM,301.8,20.31
978,09/26/18 10:17:00 AM,301.8,20.31
979,09/26/18 10:18:00 AM,302.0,20.33
980,09/26/18 10:19:00 AM,302.3,20.38
981,09/26/18 10:20:00 AM,302.0,20.35
982,09/26/18 10:21:00 AM,302.6,20.42
983,09/26/18 10:22:00 AM,302.4,20.39
984,09/26/18 10:23:00 AM,302.5,20.40
985,09/26/18 10:24:00 AM,302.1,20.37
986,09/26/18 10:25:00 AM,302.7,20.46
987,09/26/18 10:26:00 AM,302.4,20.40
988,09/26/18 10:27:00 AM,302.6,20.44
989,09/26/18 10:28:00 AM,302.9,20.49
990,09/26/18 10:29:00 AM,302.7,20.45
991,09/26/18 10:30:00 AM,303.0,20.50
992,09/26/18 10:31:00 AM,302.7,20.49
993,09/26/18 10:32:00 AM,302.8,20.49
994,09/26/18 10:33:00 AM,302.9,20.50
995,09/26/18 10:34:00 AM,303.2,20.52
996,09/26/18 10:35:00 AM,303.0,20.53
997,09/26/18 10:36:00 AM,303.1,20.56
998,09/26/18 10:37:00 AM,303.2,20.53
999,09/26/18 10:38:00 AM,304.0,20.65
1000,09/26/18 10:39:00 AM,303.2,20.57
1001,09/26/18 10:40:00 AM,303.4,20.59
1002,09/26/18 10:41:00 AM,303.6,20.60
1003,09/26/18 10:42:00 AM,303.8,20.66
1004,09/26/18 10:43:00 AM,303.8,20.66
1005,09/26/18 10:44:00 AM,303.6,20.62
1006,09/26/18 10:45:00 AM,304.2,20.69
1007,09/26/18 10:46:00 AM,303.8,20.67
1008,09/26/18 10:47:00 AM,304.0,20.67
1009,09/26/18 10:48:00 AM,304.1,20.69
1010,09/26/18 10:49:00 AM,303.8,20.67
1011,09/26/18 10:50:00 AM,304.1,20.69
1012,09/26/18 10:51:00 AM,304.3,20.73
1013,09/26/18 10:52:00 AM,304.2,20.72
1014,09/26/18 10:53:00 AM,304.9,20.82
1015,09/26/18 10:54:00 AM,304.4,20.76
1016,09/26/18 10:55:00 AM,304.5,20.76
1017,09/26/18 10:56:00 AM,304.6,20.79
1018,09/26/18 10:57:00 AM,304.5,20.78
1019,09/26/18 10:58:00 AM,304.5,20.78
1020,09/26/18 10:59:00 AM,304.6,20.80
1021,09/26/18 11:00:00 AM,304.6,20.80
1022,09/26/18 11:01:00 AM,304.8,20.83
1023,09/26/18 11:02:00 AM,304.8,20.81
1024,09/26/18 11:03:00 AM,305.0,20.87
1025,09/26/18 11:04:00 AM,305.2,20.88
1026,09/26/18 11:05:00 AM,305.0,20.87
1027,09/26/18 11:06:00 AM,305.0,20.88
1028,09/26/18 11:07:00 AM,305.0,20.87
1029,09/26/18 11:08:00 AM,305.2,20.89
1030,09/26/18 11:09:00 AM,305.4,20.93
1031,09/26/18 11:10:00 AM,305.3,20.91
1032,09/26/18 11:11:00 AM,305.8,20.98
1033,09/26/18 11:12:00 AM,305.3,20.94
1034,09/26/18 11:13:00 AM,305.4,20.95
1035,09/26/18 11:14:00 AM,305.7,20.96
1036,09/26/18 11:15:00 AM,305.7,20.97
1037,09/26/18 11:16:00 AM,305.4,20.96
1038,09/26/18 11:17:00 AM,305.9,21.01
1039,09/26/18 11:18:00 AM,305.7,21.00
1040,09/26/18 11:19:00 AM,306.0,21.03
1041,09/26/18 11:20:00 AM,306.2,21.03
1042,09/26/18 11:21:00 AM,306.1,21.04
1043,09/26/18 11:22:00 AM,306.1,21.05
1044,09/26/18 11:23:00 AM,306.1,21.04
1045,09/26/18 11:24:00 AM,306.2,21.05
1046,09/26/18 11:25:00 AM,306.1,21.05
1047,09/26/18 11:26:00 AM,306.4,21.09
1048,09/26/18 11:27:00 AM,306.2,21.07
1049,09/26/18 11:28:00 AM,306.3,21.09
1050,09/26/18 11:29:00 AM,306.4,21.12
1051,09/26/18 11:30:00 AM,306.3,21.11
1052,09/26/18 11:31:00 AM,306.5,21.11
1053,09/26/18 11:32:00 AM,306.6,21.13
1054,09/26/18 11:33:00 AM,306.4,21.12
1055,09/26/18 11:34:00 AM,306.6,21.15
1056,09/26/18 11:35:00 AM,306.8,21.17
1057,09/26/18 11:36:00 AM,306.7,21.17
1058,09/26/18 11:37:00 AM,306.8,21.19
1059,09/26/18 11:38:00 AM,307.0,21.20
1060,09/26/18 11:39:00 AM,306.8,21.20
1061,09/26/18 11:40:00 AM,306.8,21.19
1062,09/26/18 11:41:00 AM,307.2,21.22
1063,09/26/18 11:42:00 AM,307.0,21.23
1064,09/26/18 11:43:00 AM,307.1,21.24
1065,09/26/18 11:44:00 AM,307.1,21.24
1066,09/26/18 11:45:00 AM,307.1,21.25
1067,09/26/18 11:46:00 AM,307.3,21.25
1068,09/26/18 11:47:00 AM,307.2,21.26
1069,09/26/18 11:48:00 AM,307.4,21.27
1070,09/26/18 11:49:00 AM,307.5,21.30
1071,09/26/18 11:50:00 AM,307.5,21.30
1072,09/26/18 11:51:00 AM,307.7,21.31
1073,09/26/18 11:52:00 AM,307.5,21.31
1074,09/26/18 11:53:00 AM,307.7,21.33
1075,09/26/18 11:54:00 AM,307.7,21.33
1076,09/26/18 11:55:00 AM,307.7,21.34
1077,09/26/18 11:56:00 AM,307.8,21.37
1078,09/26/18 11:57:00 AM,307.8,21.36
1079,09/26/18 11:58:00 AM,307.9,21.38
1080,09/26/18 11:59:00 AM,307.9,21.38
1081,09/26/18 12:00:00 PM,307.9,21.39
1082,09/26/18 12:01:00 PM,308.0,21.40
1083,09/26/18 12:02:00 PM,308.1,21.41
1084,09/26/18 12:03:00 PM,308.2,21.41
1085,09/26/18 12:04:00 PM,308.1,21.44
1086,09/26/18 12:05:00 PM,308.2,21.44
1087,09/26/18 12:06:00 PM,308.2,21.44
1088,09/26/18 12:07:00 PM,308.2,21.45
1089,09/26/18 12:08:00 PM,308.3,21.46
1090,09/26/18 12:09:00 PM,308.4,21.46
1091,09/26/18 12:10:00 PM,308.4,21.47
1092,09/26/18 12:11:00 PM,308.4,21.48
1093,09/26/18 12:12:00 PM,308.5,21.49
1094,09/26/18 12:13:00 PM,308.5,21.51
1095,09/26/18 12:14:00 PM,308.6,21.51
1096,09/26/18 12:15:00 PM,308.6,21.51
1097,09/26/18 12:16:00 PM,308.6,21.52
1098,09/26/18 12:17:00 PM,308.6,21.52
1099,09/26/18 12:18:00 PM,308.9,21.54
1100,09/26/18 12:19:00 PM,308.8,21.53
1101,09/26/18 12:20:00 PM,308.8,21.55
1102,09/26/18 12:21:00 PM,308.8,21.55
1103,09/26/18 12:22:00 PM,308.9,21.56
